354,33,10,0.035,T,2008-06-18 15:07:26,2008-06-18 15:07:26
355,33,52,0.338,,2008-06-18 15:07:26,2008-06-18 15:07:26
356,33,48,0.188,,2008-06-18 15:07:26,2008-06-18 15:07:26
357,33,55,1.7798,,2008-06-18 15:07:26,2008-06-18 15:07:26
358,33,5,9.105,,2008-06-18 15:07:26,2008-06-18 15:07:26
359,33,50,7.019,,2008-06-18 15:07:26,2008-06-18 15:07:26
360,33,19,0.246,T,2008-06-18 15:07:26,2008-06-18 15:07:26
361,33,30,10.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
362,34,56,4.69,T,2008-06-18 15:07:26,2008-06-18 15:07:26
363,34,25,44.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
364,34,29,6.89,,2008-06-18 15:07:26,2008-06-18 15:07:26
365,34,6,15.945,,2008-06-18 15:07:26,2008-06-18 15:07:26
366,34,64,0.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
367,34,34,21.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
368,34,10,0.035,T,2008-06-18 15:07:26,2008-06-18 15:07:26
369,34,52,0.25,,2008-06-18 15:07:26,2008-06-18 15:07:26
370,34,48,0.059,,2008-06-18 15:07:26,2008-06-18 15:07:26
371,34,55,1.4913,,2008-06-18 15:07:26,2008-06-18 15:07:26
372,34,5,16.107,,2008-06-18 15:07:26,2008-06-18 15:07:26
373,34,50,7.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
374,34,19,0.301,T,2008-06-18 15:07:26,2008-06-18 15:07:26
375,34,30,9.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
376,35,56,2.97,T,2008-06-18 15:07:26,2008-06-18 15:07:26
