id,name,description,waterbody_id,,,
2825,Northwest Miramichi River,Miramichi N W(curventon-portage),9701,,,
2826,Otter Brook,Mir Sw Barthol Site 10 Otter Bk,5906,,,
2827,Gaspereau River,St John Gaspereau Abv Bdg Rt 123,59001,,,
2828,Becket Brook,Miramichi Sw Beckets Brook,930,,,
2829,Pelky Brook,S J Tobique Indian R Pelkey Bk,77352,,,
2830,Northwest Miramichi River,Miramichi Nw Abv Mountain Brook,9701,,,
2831,Blue Brook,S J Tobique R Two Brooks Blue Bk,78617,,,
2832,Nepisiguit River,Nepisiguit R (charlo #6),33020,,,
2833,Nepisiguit River,Nepisiguit R Popple Depot,33020,,,
2834,Nepisiguit River,Nepisiguit R Lower Mt Marie,33020,,,
2835,Nepisiguit River,Nepisiguit R Upper Mt Marie,33020,,,
2836,Pentland Brook,Nepisiguit R Pentland Brook,33950,,,
2837,Nepisiguit River,Nepisiguit R Mt Wrightman,33020,,,
2838,Forty Four Mile Brook,Nepisiguit R 44 Mile Bk-rd Xing,34121,,,
2839,South Branch Nepisiguit River,Nepisiguit R South Br #1,33481,,,
2840,South Branch Nepisiguit River,Nepisiguit R South Br #2,33481,,,
2841,South Branch Nepisiguit River,Nepisiguit R South Br #3,33481,,,
2842,South Branch Nepisiguit River,Nepisiguit R South Br #4,33481,,,
2843,South Branch Nepisiguit River,Nepisiguit R South Br #5,33481,,,
2844,South Branch Nepisiguit River,Nepisiguit R South Br #6,33481,,,
2845,South Branch Nepisiguit River,Nepisiguit R South Br #7,33481,,,
2846,South Branch Nepisiguit River,Nepisiguit R South Br #8,33481,,,
2847,South Branch Nepisiguit River,Nepisiguit R South Br #9,33481,,,
2848,South Branch Nepisiguit River,Nepisiguit R South Br #10,33481,,,
2849,South Branch Nepisiguit River,Nepisiguit R South Br #11,33481,,,
2850,South Branch Nepisiguit River,Nepisiguit R South Br #12,33481,,,
2851,South Branch Nepisiguit River,Nepisiguit R South Br #13,33481,,,
2852,Northwest Miramichi River,Miramichi R Nw Mile 22,9701,,,
2853,Northwest Miramichi River,Miramichi R Nw Mile 23,9701,,,
2854,Northwest Miramichi River,Miramichi R Nw Mile 24,9701,,,
2855,Northwest Miramichi River,Miramichi R Nw Mile 27,9701,,,
2856,Northwest Miramichi River,Miramichi R Nw Mile 28.5,9701,,,
2857,Northwest Miramichi River,Miramichi R Nw Mile 32,9701,,,
2858,Northwest Miramichi River,Miramichi R Nw Mile 33,9701,,,
2859,Northwest Miramichi River,Miramichi R Nw Mile 37,9701,,,
2860,Northwest Miramichi River,Miramichi Nw R Mile 39,9701,,,
2861,Northwest Millstream,Mir Nw Millstrm #3 3km Dispersal,10604,,,
2862,Devils Elbow Brook,Nepisiguit - Devils Elbow Bk,34058,,,
2863,Nepisiguit River,Nepisiguit - Indian Falls,33020,,,
2864,Sisters Brook,Miramichi Sw - Sisters Brook,5210,,,
2865,Northwest Millstream,Mir Nw Millstrm Nw 4a-3 Dispers,10604,,,
2866,Cow Brook,Mir Nw Millstrm Cow B 435x-mouth,10608,,,
2867,Ox Brook,Mir Nw Ox Bk Belfond Rd To Mouth,10628,,,
2868,Northwest Millstream,Mir Nw Millstrm Nw 4a-4b Dispers,10604,,,
2869,Northwest Millstream,Mir Nw Milstm Nw 2a-1km Abv Dam,10604,,,
2870,Bartholomew River,Mir Sw Barthol Half Mile Blw 2b,5901,,,
2871,Bartholomew River,Mir Sw Barthol Site #4b-site#4a,5901,,,
2872,Bartholomew River,Mir Sw Barthol Site #4a - #3+1km,5901,,,
2873,Northwest Miramichi River,Miramichi Nw Airstrip To 3mi Abv,9701,,,
2874,Bartholomew River,Mir Sw Barth Mile 22 To Site#5a,5901,,,
2875,Bartholomew River,Mir Sw Bartholomew Site#8-forks,5901,,,
2876,Bartholomew River,Mir Sw Barthol Forks-mi 27 Camp,5901,,,
2877,Bartholomew River,Mir Sw Barthol Mi 27 Camp - Mi22,5901,,,
2878,Bartholomew River,Mir Sw Barthol Site#5a - Site#4b,5901,,,
2879,Northwest Millstream,Mir Nw Millstrm Nw 2a-1b Dispers,10604,,,
2880,Porter Brook,Miramichi Sw L Porter Brook,5614,,,
2882,Nepisiguit River,Nepisiguit-ind Fls To Canoe Lndg,33020,,,
2883,Nepisiguit River,Nepisiguit-canoe Lndg To 1.5k Dn,33020,,,
2884,Nepisiguit River,Nepisiguit R Mt Wrightman-3km Dn,33020,,,
2885,Nepisiguit River,Nepisiguit-indian Falls-5.5km Dn,33020,,,
2886,Nepisiguit River,Nepisiguit R 44 Mi Bk-2.25 Km Up,33020,,,
2887,Nepisiguit River,Nepisiguit R 44 Mi Bk-3 Km Down,33020,,,
2888,Nepisiguit River,Nepisiguit E 40 Mi Bk-2.5 Km Dn,33020,,,
2889,California Spruce Lake,Nepisiguit R 40 M Bk Spruce Lk,34334,,,
2890,Bear Lake,Mir N W  Lr Sw Miram R Bear Lake,7617,,,
2891,Little South Branch Nepisiguit River,Nepisiguit R Little South Br #1,33721,,,
2892,Little South Branch Nepisiguit River,Nepisiguit R Little South Br#2,33721,,,
2893,Nepisiguit River,Nepisiguit R Blw Mt Wrightman,33020,,,
2894,Nepisiguit River,Nepisiguit R Blw Mt Walker,33020,,,
2895,Gaspereau River,Sj Jemseg Gaspereau Doaktwn Brdg,59001,,,
2896,Nepisiguit River,Nepisiguit R Mts Wightman-marie,33020,,,
2897,Nepisiguit River,Nepisiguit R Mt Marie-devils E,33020,,,
2898,Nepisiguit River,Nepisiguit R Devils El-indian F,33020,,,
2899,Nepisiguit River,Nepisiguit R Mouth 40 Mile Bk,33020,,,
2900,Nepisiguit R 3 Corner Lake Bk,Nepisiguit R 3 Corner Lake Bk,34088,,,
2901,Northwest Millstream,Mir N W  Millstream R Pumphouse,10604,,,
2903,Rocky Brook,Miramichi Sw Rocky Bk,5301,,,
2904,Nepisiguit River,Nepisiguit-heath Steel Bge 430,33020,,,
2905,Nepisiguit River,Nepisiguit-5mi Abv Bcorner Lk,33020,,,
2906,Nepisiguit River,Nepisiguit 1st Rd Blw Popple,33020,,,
2907,Nepisiguit River,Nepisiguit-2nd Rd Blw Popple,33020,,,
2909,Central Nb Woodsman Museum Pd,Central Nb Woodsman Museum Pd,,,,
2910,Nepisiguit R Fogans Lake Brook,Nepisiguit R Fogans Lake Brook,34086,,,
2911,Nepisiguit River,Nepisiguit R Mathias Landing,33020,,,
2912,Nepisiguit River,Nepisiguit R Wedge Mines,33020,,,
2913,Nepisiguit River,Nepisiguit R Main Above 44 Mi Bk,33020,,,
2914,Nepisiguit River,Nepisiguit R-#5 Electrofish Site,33020,,,
2915,Bartholomew River,Mir Sw Barth Abv Mowang Pool 4aa,5901,,,
2916,Bartholomew River,Mir Sw Bartholomew Marks Landing,5901,,,
2917,Nepisiguit River,Nepisiguit R Electrofish Site #8,33020,,,
2918,Nepisiguit River,Nepisiguit R Electrofish Site #9,33020,,,
2919,Nepisiguit River,Nepisiguit R Electrofish Site#10,33020,,,
2920,Nepisiguit River,Nepisiguit R Electrofish Site#11,33020,,,
2921,Little South Branch Nepisiguit River,Nepisiguit R Little S Br Silver,33721,,,
2922,Little South Branch Nepisiguit River,Nepisiguit R Little S Br Middle,33721,,,
2923,Little South Branch Nepisiguit River,Nepisiguit R Little S Br Upper R,33721,,,
2924,Salmon Hole Brook,Sj Tob Rh Bch Serp Salmon Hole B,80767,,,
2925,Anvil Brook,Sj Tob Rh Branch Serp Anvil Bk,80762,,,
2926,Serpentine River,Sj Tob Rh Branch Serp Big Falls,80701,,,
2927,Serpentine River,Sj Tob Serpentine Hazelton Lndg,80701,,,
2929,Bartholomew River,Mir Sw Barth R Lower Black Swamp,5901,,,
2930,Bartholomew River,Mir Sw Barth Below Otter Bk Site,5901,,,
2931,Bartholomew River,Mir Sw Barth Gravel Pit Barth R,5901,,,
2932,Bartholomew River,Mir Sw Barth Camp Rd Main Stm,5901,,,
2933,Bartholomew River,Mir Sw Barth R Campsite Main Stm,5901,,,
2934,Bartholomew River,Mir Sw Barth End Black Swamp Rd,5901,,,
2935,Bartholomew River,Mir Sw Barth New Russell&swim Rd,5901,,,
2937,Meadow Brook,St J Salmon Gasp Meadow Brook,59242,,,
2938,McKean Brook,St J Salmon Gasp Mckean Brook,59068,,,
2939,Serpentine River,St J Tob Serp 1 Mi Blw Burbar Bk,80701,,,
2940,Serpentine River,St J Tob Rt Hd Br At Burbar Bk,80701,,,
2941,Little River,Miramichi Nw Little R Upper Site,9874,,,
2942,Little River,Miramichi Nw Little R Lwr Site,9874,,,
2944,Renous River,Miramichi Sw Renous Drake Falls,6300,,,
2945,Renous River,Miramichi Sw Renous Renous Forks,6300,,,
2946,Mir Sw Little Renous Electro S#6,Mir Sw Little Renous Electro S#6,6832,,,
2947,South Branch Big Sevogle River,Mir Nw S  Sevogle Chester Minesb,9113,,,
2948,South Branch Big Sevogle River,Mir Nw S Sevogle 2nd Upper Site,9113,,,
2949,South Branch Big Sevogle River,Mir Nw S Sevogle Upper Site,9113,,,
2950,Dungarvon River,Mir Sw Dungarvon Plaster Rk Hwy,6401,,,
2951,Dungarvon River,Mir Sw Dungarvon R Old Dam,6401,,,
2952,Dungarvon River,Mir Sw Dungarvon Holtville,6401,,,
2953,Northwest Miramichi River,Mir Nw Miramichi Camp Adam,9701,,,
2954,Clearwater Brook,Mir Sw Miramichi Clearwater Bdg,4901,,,
2955,South Branch Big Sevogle River,Mir Nw S Sevogle Mth Clearwater,9113,,,
2956,Rocky Brook,Mir Sw Rocky Bk Young Dam,5301,,,
2957,Rocky Brook,Mir Sw Rocky Bk Cold Spring,5301,,,
2958,Rocky Brook,Mir Sw Rocky Bk Smith Pool,5301,,,
2959,Rocky Brook,Mir Sw Rocky Bk Hurd Pool,5301,,,
2960,Rocky Brook,Mir Sw Rocky Bk 18 Mile,5301,,,
2961,Rocky Brook,Mir Sw Rocky Bk Brown Bridge,5301,,,
2962,Rocky Brook,Mir Sw Rocky Bk Big Eddy,5301,,,
2963,Cains River,Mir Sw Cains R Deepwood Camp,1000,,,
2964,Cains River,Mir Sw Cains R Hwy Brdg Rte 123,1000,,,
2965,Wildcat Brook,Mir Sw Cains R Wildcat Brook,2130,,,
2966,Cains River,Mir Sw Cains R Washout Bridge,1000,,,
2967,Mullin Stream,Mir N Brch Mullin Stm Washout Bg,9114,,,
2968,Mullin Stream,Mir N Brch Mullin Stm Brdg Site,9114,,,
2969,Mullin Stream,Mir N Brch Mullin Stm 2nd Bridge,9114,,,
2970,Fullerton Brook,Mir Sw Sisters B Fullerton Brnch,5216,,,
2971,Sisters Brook,Mir Sw Sisters B Up. Electo Site,5210,,,
2972,Hinman Branch,Mir Sw Sisters Bk Henman Branch,5232,,,
2973,Sisters Brook,Mir Sw Sisters Bk Blw Henman Bch,5210,,,
2974,Clearwater Brook,Mir Sw Clearwater B Salmon Falls,4901,,,
2975,Burnthill Brook,Mir Sw Clearwater B Burnthill Br,4601,,,
2976,Clearwater Brook,Mir Sw Clearwater Bk Sand Pit,4901,,,
2977,South Branch Renous River,Mir Sw South Renous Abv Gorge,6801,,,
2978,South Branch Renous River,Mir Sw South Renous White Stone,6801,,,
2979,Monaghan Brook,Mir Sw Renous Monaghan Brook,6966,,,
2980,Serpentine River,Sj Tob Serp 1.6km Blw Sal Hole B,80701,,,
2981,Serpentine River,Sj Tob Serp 3.5km Blw Sal Hole B,80701,,,
2982,Gold Brook,Sj Tob Serpentine Gold Brook,80734,,,
2983,Mamozekel River,Sj Tobique Mamozekel Forks Brdg,80201,,,
2984,Harris Brook,Mir Nw Little Sw Harris Brook,7510,,,
2985,Northwest Miramichi River,Miramichi Nw Miners Bridge,9701,,,
2986,Parks Brook,Miramichi Nw Parks Brook,8723,,,
2987,Giberson Brook,Sj Tob Rh Brnch Serp Giberson Bk,80736,,,
2988,Everett Brook,Sj Tob Mamozekel Everett Brook,80322,,,
2989,Barracks Brook,Mir Nw S Sevogle Barracks Brook,9210,,,
2990,Buttys Brook,Mir Sw Renous Duffy Brook,6304,,,
2991,South Branch Big Sevogle River,Mir Nw S Sevogle,9113,,,
2992,Little Southwest Miramichi River,Mir Nw Lsw Headwters,7950,,,
2993,Southwest Miramichi River,Mir Sw -near Mcnamee Foot Brdg,4300,,,
2994,Southwest Miramichi River,Mir Sw Gray Rapids Pool,4300,,,
2995,Southwest Miramichi River,Mir Sw 2.5 Km Bav Clearwater Bk,4300,,,
2996,McKenzie Brook,Mir Sw Mckenzie Brook,935,,,
2998,Southwest Miramichi River,Mir Sw 1 Km Blw Mouth Of Cains,4300,,,
2999,Renous River,Mir Sw Renous River,6300,,,
3000,Tuadook River,Mir Lsw Tuador River,7701,,,
3001,Gill Brook,Mir Nw Gill Brook,9737,,,
3002,Morse Brook,Mir Sw Morse Brook Rt 8,5848,,,
3003,Devils Brook,Mir Lsw Devils Brook,7541,,,
3004,Libbies Brook,Mir Lsw Libbies Brook,7571,,,
3005,Indian Brook,Mir Lsw Indian Brook,8104,,,
3006,Little Southwest Miramichi River,Mir Lsw Corner Pool .5 Km Abv Bg,7950,,,
3007,West Branch Little Southwest Miramichi River,Mir Lsw West Branch,7901,,,
3008,Buttermilk Brook,Mir Sw Buttermilk Brook,5701,,,
3009,Southwest Miramichi River,Mir Sw Kelly Channel,4300,,,
3010,Gray Rapids Brook,Mir Sw Gray Rapids Brook,917,,,
3012,Dungarvon River,Mir Sw Dungarvon-russel&swim Rd,6401,,,
3013,Little Southwest Miramichi River,Mir Nw Lsw Mouth Of North Branch,7950,,,
3014,Father Murdock Brook,Mir Nw Lsw Father Murddock Bk,7579,,,
3015,Little Southwest Miramichi River,Mir Nw Lsw Moose Landing,7950,,,
3016,Little Southwest Miramichi River,Mir Nw Lsw Smyth Forks,7950,,,
3017,North Pole Stream,Mir Nw Lsw Pole Brook,8201,,,
3018,Mir Nw Lsw Trib To Ln Pole Bk,Mir Nw Lsw Trib To Ln Pole Bk,,,,
3019,Shore Camp Brook,Mir Nw Lsw Shore Camp Brook,8701,,,
3020,Travis Brook,Mir Nw S Sevogle Travis Brook,9204,,,
3021,Johnson Brook,Mir Nw S Sevogle Johnson Brook,9198,,,
3022,South Branch Big Sevogle River,Mir Nw S Sevogle Slacks Lake Rd,9113,,,
3023,South Branch Big Sevogle River,Mir Nw S Sevogle Slacks Lk Rd Up,9113,,,
3024,North Branch Big Sevogle River,Mir Nw Sevogle Narrows,9376,,,
3025,Harris Brook,Mirsw Harris Brook Ludlow,6491,,,
3026,Cains River,Mir Sw Cains R Above Island,1000,,,
3027,Little Southwest Miramichi River,Mir Nw Ltl Sw 2.5 Km Abv Guagus,7950,,,
3029,Serpentine River,Sj Tob Serp Hazleton Ldg-bubar B,80701,,,
3030,Serpentine River,Sj Tob Serp Bubar Bk-wrights Bk,80701,,,
3032,Southwest Miramichi River,Miramichi Upper Blackville Bridge,4300,,,
3033,Doak Brook,Mir Sw Doak Brook  Doaktown,2716,,,
3034,Crooked Bridge Brook,Miramichi Crooked Bridge Brook,5713,,,
3035,Southwest Miramichi River,Miramichi Sw  Blackville,4300,,,
3037,Buctouche River,Buctouche River,30383,,,
3052,Big Forks Stream,Sj Jemseg Salmon Big Forks Strm,59501,,,
3053,Little Forks Stream,Sj Jemseg Salmon Ltl Forks Strm,59801,,,
3054,Friel Brook,St John Jemseg Salmon R Friel Bk,59434,,,
3055,Lamb Brook,St John Salmon R Lambs Brook,59443,,,
3056,Grey Brook,St John Jemseg Salmon Sinclair B,59701,,,
3057,Buctouche River,Buctouche R Coates Mill Xing,30383,,,
3058,Buctouche River,Buctouche R 520 Contact,30383,,,
3059,Buctouche River,Buctouche R 490 Mclean Sett Xing,30383,,,
3060,Buctouche River,Buctouche R Sweeneyville Cont,30383,,,
3061,Buctouche River,Buctouche R Saint Paul Contact,30383,,,
3062,Buctouche River,Buctouche R Saint Paul Crossing,30383,,,
3063,South Branch Buctouche River,Buctouche-south Br 485 Contact,30416,,,
3064,Yankee Brook,Buctouche R Yankee Bk 490 Xing,30456,,,
3065,Luke Brook,Buctouche-luke Bk 510 Crossing,30515,,,
3066,Coy Brook,St John Salmon R Lk Strm Coy Bk,60533,,,
3067,Lake Stream,St John Salmon R Lake Stream,60401,,,
3068,Salmon River,St John Salmon R Blw Trout Bk,58700,,,
3069,Salmon River,St John Salmon R-irving Rd,58700,,,
3083,Petitcodiac River,Petitcodiac River,25000,,,
3094,Carters Brook,Tantramar River Carter Brook,25029,,,
3095,Anagance River,Petitcodiac Anagance River,26901,,,
3096,Hayward Brook,Petitcodiac-hayward Brook,26910,,,
3097,Holmes Brook,Petitcodiac-holmes Brook #1,26902,,,
3098,Holmes Brook,Petitcodiac-holmes Bk#2 (middle),26902,,,
3099,Holmes Brook,Petitcodiac-holmes Bk#3 (upper),26902,,,
3100,Pollett River,Petitcodiac Pollett Power Pit,26721,,,
3101,Pollett River,Petitcodiac Pollett Wexrite Int,26721,,,
3102,Pollett River,Petitcod Pollett Wallace Kay,26721,,,
3103,Pollett River,Pet Pollett Sanitorium Rd Brdg,26721,,,
3104,Pollett River,Petitcodiac Pollett K Camp,26721,,,
3105,Pollett River,Petitcod Pollett O'neil Int Ds,26721,,,
3106,Pollett River,Petitcod Pollett O'neil Int Us,26721,,,
3107,Pollett River,Petitcodiac Pollett Paul Steeves,26721,,,
3108,Pollett River,Petitcodiac Pollett Sanitorium,26721,,,
3109,Pollett River,Petitcod Pollett Research Camp,26721,,,
3110,Pollett River,Petitcod Pollett Collicutt Int,26721,,,
3111,Pollett River,Petitcodiac Pollett Moore Brdge,26721,,,
3112,Pollett River,Petitcod Pollett Kay Interval Ds,26721,,,
3113,Pollett River,Petitcod Pollett Kay Interval Us,26721,,,
3114,Pollett River,Pet Pollett Head Pnd Forest Glen,26721,,,
3115,Pollett River,Petitcodiac Pollett Head Pond,26721,,,
3116,Babcock Brook,Petitcodiac Pollett Babcock Bk,26734,,,
3117,Nevers Brook,St John Cannan R Hd Of Nevers Bk,63002,,,
3118,Nevers Brook,Sj Cannan Nevers Abv Jordan Md B,63002,,,
3119,Nevers Brook,Sj Cannan Nevers Bl Murphy Mdw B,63002,,,
3120,Lower North Branch Canaan River,St John Cannan R North Branch,62726,,,
3121,Alward Brook,St John Cannan Upper Alward Bk,62418,,,
3123,Upper North Branch Canaan River,Saint John Cannan Upper N Branch,62801,,,
3124,Canaan River,St John Cannan(#2-6)abv Nevers B,62000,,,
3125,Canaan River,St John Cannan(#6)abv Four Mi Bk,62000,,,
3126,Canaan River,St John Canaan(#7)blw Five Mi Bk,62000,,,
3127,Canaan River,S J Canaan(#8)blw Forks N&e Brch,62000,,,
3131,Petitcodiac River,Petitcodiac River,25000,,,
3132,Little River,Petitcodiac R Little River,26461,,,
3133,Pollett River,Petitcodiac R Pollet R #1,26721,,,
3136,Crooked Creek,Shepody River Crooked Creek,25602,,,
3138,West River,Shepody R West River,25529,,,
3141,Bennett Lake,Pt Wolfe R Bennett Lake-fundy Pk,32008,,,
3142,Laverty Lake,Up Salmon R Laverty Bk Laverty L,31816,,,
3144,Hayward Brook,Petitcodiac R Hayward Brook,26910,,,
3145,Petitcodiac River,Petitcodiac R Site #2,25000,,,
3146,Pollett River,Petitcodiac R Pollett R Site #2,26721,,,
3147,Pollett River,Petitcodiac R Pollett R Site #3,26721,,,
3148,Pollett River,Petitcodiac R Pollett R Site #4,26721,,,
3149,Little River,Petitcodiac Little R Site #2,26461,,,
3150,Little River,Petitcodiac Little R Site #3,26461,,,
3151,Little River,Petitcodiac Little R Site #4,26461,,,
3152,Babcock Brook,Petitcodiac Pollett R Babcock Bk,26734,,,
3153,Pollett River,Petitc Pollet Eldon Kay Interval,26721,,,
3155,Pollett River,Petitc Pollett R Churches Corner,26721,,,
3156,Pollett River,Petitc Pollett Sproule Settlemnt,26721,,,
3157,Little River,Petitcodiac Little R Hillside Ch,26461,,,
3158,Little River,Petitcodiac Little Pleasantvale,26461,,,
3159,Beaman Brook,Petitcodiac Little R Beeman Bk,26574,,,
3160,Little River,Petitcodiac Little R Meadow,26461,,,
3162,Little River,Petitc Little R Mouth Beeman Bk,26461,,,
3163,Prosser Brook,Petitcodiac Little R Prosser Bk,26507,,,
3164,Little River,Petitc Little R Parkindale Brdg,26461,,,
3165,Point Wolfe River,Point Wolfe R- Fundy Park,31921,,,
3166,Pollett River,Petitcodiac R Pollett River,26721,,,
3167,Little River,Petitcodiac Little R Wilson Bdge,26461,,,
3168,Little River,Petitcodiac Little Hopper Bridge,26461,,,
3169,Little River,Petitcodiac Little R  Nixon Brdg,26461,,,
3170,Little River,Petitcod Little R Colpitts Bridg,26461,,,
3171,Little River,Petitcodiac Little R  Hillside,26461,,,
3172,East Branch Little River,Petitcodiac Little R East Branch,26592,,,
3173,Little River,Petitcodiac Little R  Brdg St#4,26461,,,
3174,Little River,Petitcodiac Little R Bridge St#5,26461,,,
3175,Little River,Petitcodiac Little Windsor Brdg,26461,,,
3176,Little River,Petitcodiac Little Beaman Bridge,26461,,,
3177,Little River,Petitcodiac Little R D J Camp,26461,,,
3178,Little River,Petitcodiac Little R Green Hill,26461,,,
3179,Little River,Petitcodiac Little R  Covered Bg,26461,,,
3180,Little River,Petitcodiac Little R Mitton's,26461,,,
3181,Little River,Petitcodiac Little R  Gravel Pit,26461,,,
3182,Little River,Petitcodiac Little G.hopper Farm,26461,,,
3183,Little River,Petitcodiac Little Hughie Wilson,26461,,,
3184,Little River,Petitcodiac Little Colpitts Farm,26461,,,
3185,Little River,Petitcodiac Little Wright's Mill,26461,,,
3186,Little River,Petitcodiac Little R Synton,26461,,,
3187,Little River,Petit Little  Fred Leeman Int,26461,,,
3188,Little River,Petitcodiac Little Leeman Bridge,26461,,,
3189,Pollett River,Petitcod Pollett Beaman's Pool,26721,,,
3190,Pollett River,Petitcodiac Pollett Jonah Rd,26721,,,
3191,Pollett River,Petitcod Pollett Scott Place,26721,,,
3192,Pollett River,Petit Pollett Gg Camp Downstream,26721,,,
3193,Pollett River,Petit Pollett Gg Camp Upstream,26721,,,
3194,Pollett River,Pet Pollett Mapleton Bridge Ds,26721,,,
3195,Pollett River,Pet Pollett Mapleton Bridge Us,26721,,,
3196,Pollett River,Petitcodiac Pollett Elgin Ds,26721,,,
3197,Pollett River,Petitcodiac Pollett Elgin Us,26721,,,
3198,Pollett River,Petitcodiac Pollett Rugged Rocks,26721,,,
3199,Pollett River,Petitcodiac Pollett S-turn,26721,,,
3200,Pollett River,Petitcodiac Pollett Green Camp,26721,,,
3201,Pollett River,Petitcod Pollett Trader's Camp,26721,,,
3202,Pollett River,Pet Pollett Church Corner Brdge,26721,,,
3203,Pollett River,Petitcod Pollett Coleman Dam Ds,26721,,,
3204,Pollett River,Petitcod Pollett Coleman Dam Us,26721,,,
3205,Paddy Brook,Petitcodiac Pollett Paddy Brook,63202,,,
3206,Kelly Brook,Petitcodiac Pollett Kelly Brook,26812,,,
3207,Little River,Petit Little R  Unitarian Camp,26461,,,
3208,Little River,Petitcodiac Little R Beck Brdg,26461,,,
3209,Little River,Petitcodiac Little R Mitton Bdg,26461,,,
3210,Crooked Creek,Shepody-crooked Ck-site #3,25602,,,
3211,Crooked Creek,Shepody-crooked Ck-covered Brdg,25602,,,
3212,Crooked Creek,Shepody-crooked Ck-site #4,25602,,,
3213,Beaver Brook,Shepody-beaver Brook,25581,,,
3214,North River,Shepody-north R-bridge,25554,,,
