id,name,description,waterbody_id,,,
3491,Millstream River,S J Kenneb Millstrm Summerfield,65101,,,
3492,Millstream River,S J Kenneb Millstream Bk Gibbon,65101,,,
3493,Millstream River,Sj Kennebecasis Millstream(head),65101,,,
3494,Smiths Creek,St John Kennebecasis R Smith Ck,65601,,,
3495,Smiths Creek,St John Kennebecasis R Smith Ck,65601,,,
3496,Smiths Creek,St John Kennebecasis R Smith Ck,65601,,,
3497,Hammond River,S J Kenneb Hammond R Upham,66901,,,
3498,Atlantic Sea Farms,Atlantic Sea Farms,,,,
3499,Kennebecasis River,St John Kennebecasis R Rothesay,64800,,,
3500,Sussex Farms Earle Carpenter,Sussex Farms Earle Carpenter,,,,
3501,Strangs Salmonid Farms,Strangs Salmonid Farms,,,,
3502,Peters Brook,St John R - Peters Brook,64443,,,
3503,Kennebecasis River,St John Kenneb Upper Goshen,64800,,,
3504,Pollett River,Petitcodiac Pollett Route 114,26721,,,
3505,Pollett River,Petitcodiac Pollett Goggin Brook,26721,,,
3506,Pollett River,Petitcodiac Pollett Mcmann's Dam,26721,,,
3507,Hammond River,Sj Kenn Hammond Barnsville Prim.,66901,,,
3508,Hammond River,St John Kenn Hammond Marchbank,66901,,,
3509,Alvin Craft(hatfield Point),Alvin Craft(hatfield Point),,,,
3510,Kennebecasis River,St John Kennebecasis Newtown,64800,,,
3511,Kennebecasis River,St John Kennebecasis Knightville,64800,,,
3512,Kennebecasis River,St John Kennebecasis Portagevale,64800,,,
3513,Hammond River,St John Kenn Hammond Hammondvale,66901,,,
3515,North Branch Hammond River,S J N Br Hammond Abv Hillsdale,67182,,,
3517,Kennebecasis River,St John Kenneb Upper Goshen,64800,,,
3518,Ketchum Brook,St John Spragg Bk Ketchum Bk,64261,,,
3519,Purtill Springs Farm,Purtill Springs Farm,,,,
3520,Millstream River,Sj Kenn Millstream Centreville,65101,,,
3522,Millstream River,St John Kenn Millstream-berwick,65101,,,
3523,Connors Brothers Blacks Harbour,Connors Brothers Blacks Harbour,,,,
3524,Trout Creek,Sj Kenn Trout Creek Waterford,66201,,,
3525,Trout Creek,Sj Kenn Trout Ck Hawke Bridge Rd,66201,,,
3527,Ridge Brook,Sj Canaan Ridge Bk Hwy 885,63113,,,
3528,Trout Creek,Sj Kenn Trout Ck Rockville,66201,,,
3529,Trout Creek,Sj Kenn Trout Ck Bridge To Urney,66201,,,
3530,Saddleback Brook,Big Salmon Saddleback Bk Bridge,32311,,,
3531,Falls Brook,Big Salmon Falls Bk Wood Rd Brdg,32341,,,
3532,Crow Brook,Big Salmon Crow Bk Wood Rd Brdg,32407,,,
3533,Kennebec Brook,S J Kenn Millstream Kennebec Bk,65276,,,
3534,Big Salmon River,Big Salmon River Schoales Dam,32281,,,
3538,Brawley Brook,St John Hammond Brayley Brook,67132,,,
3539,Scoodic Brook,St John Hammond Scoodic Brook,66979,,,
3540,Coy Brook,St John Cannan R Coy Brook,62410,,,
3541,Castaway Stream,S J Gaspereau R Castaway Bk,59413,,,
3553,St John(grand) Therm Unit/flowers C,St John(grand) Therm Unit/flowers C,,,,
3554,Perley Brook,S J Gaspereau R Perley Brook,59009,,,
3555,Gaspereau River,S J Gaspereau R Upper Gaspereau,59001,,,
3556,Gaspereau River,S J Gasp R Blw Upper Gaspereau,59001,,,
3557,Pleasant Brook,S J Gaspereau R Pleasant Bk,59023,,,
3558,Big Forks Stream,S J Salmon R Big Forks Stream,59501,,,
3559,Little Forks Stream,S J Salmon R Little Forks Stream,59801,,,
3560,Forks Stream,St John Cannan R Forks Stream,62201,,,
3561,East Branch Canaan River,St John R Cannan R (east),62862,,,
3562,Gaspereau River,S J Gaspereau R Doaktown Bridge,59001,,,
3563,Grand Lake Resources(aqua),Grand Lake Resources(aqua),,,,
3564,Craft Cove Provincial Fisheries,Craft Cove Provincial Fisheries,,,,
3565,Louis White (Aquaculture),Louis White (aquaculture),,,,
3566,McKean Brook,St John Gaspereaux Mckeen Bk,59068,,,
3567,Salmon River,St John Salmon R Main Irving Rd,58700,,,
3568,Lake Stream,St John Salmon R Lake Stream,60401,,,
3569,Nevers Brook,St John Cannan Nevers Brook,63002,,,
3570,Abe Corey Brook,St John Cannan Corey,62419,,,
3571,Nerepis River,St John Nerepis Lyons Bridge,50401,,,
3572,Nerepis River,St John Nerepis Blw Riv George,50401,,,
3576,Back Creek,S J Oromocto S Br Back Ck-wirral,52601,,,
3577,Meadow Brook,S J Oromocto S Br Meadow Bk Rd,52842,,,
3578,Back Creek,Sj Oromoc S Br Back Ck Enniskill,52601,,,
3579,South Branch Oromocto River,S J Oromocto S Br Juvenile Sett,52500,,,
3580,Nerepis River,St John Nerepis Welsford,50401,,,
3581,Nerepis River,St John Nerepis Dunns Rd,50401,,,
3582,Nerepis River,St John Nerepis Queens Road,50401,,,
3583,River George,St John Nerepis River George,50502,,,
3584,Nerepis River,St John Nerepis Daly Mountain,50401,,,
3585,Thornes Brook,St John Cannan Thornes Brook,63201,,,
3586,Ridge Brook,St John Cannan Ridge Brook,63113,,,
3587,Alward Brook,St John Cannan Alward Brook,62418,,,
3588,Nerepis River,St John Nerepis Eagle Rock,50401,,,
3589,Washademoak Lake,S J Kenn Washademoak Cambridge N,61800,,,
3592,Bear Brook,St John Salmon Gaspereau Bear Bk,59300,,,
3593,Back Creek,S J Oromocto S Br Back Ck Ennisk,52601,,,
3594,Hector Brook,St John Canaan R Hector Brook,62202,,,
3595,Forks Stream,St John Canaan E Upper Forks Stm,62201,,,
3596,Alward Brook,St John Cannan R W Br Alward Bk,62418,,,
3597,Springhill Brook,St J Can Thornes B Springhill B,63213,,,
3598,Lower North Branch Canaan River,St John North Branch Cannan R,62726,,,
3599,Nevers Brook,St John Cannan Upper Nevers Bk,63002,,,
3601,Nerepis River,St John Nerepis Olinville Rd,50401,,,
3602,Miller Brook,S J Kenn Cannan S Br Miller B #1,63472,,,
3603,Miller Brook,S J Kenn Cannan S Br Miller B #2,63472,,,
3604,Miller Brook,S J Kenn Cannan S Br Miller B #3,63472,,,
3605,Ridge Brook,St John Cannan Ridge Bk Hwy 112,63113,,,
3606,Canaan River,St John Cannan(#1)kings Co Line,62000,,,
3614,Little River,St John R Little River,58001,,,
3617,Mill Brook,St John Oromocto So Br Mill Bk,52702,,,
3628,Minto Mine Ponds (provincial),Minto Mine Ponds (provincial),,,,
3629,Provincial Relays (spec. Proj.),Provincial Relays (spec. Proj.),,,,
3630,North Branch Oromocto River,St John Oromocto R Upper Tracy,52000,,,
3631,South Branch Oromocto River,St John Oromocto Cntr Blissville,52500,,,
3632,North Branch Oromocto River,St John Oromocto R Tracy,52000,,,
3635,Back Creek,St John Oromocto Hoyt(picnic St),52601,,,
3636,South Branch Oromocto River,St John Oromocto Bailey Bridge,52500,,,
3637,North Branch Oromocto River,St John Oromocto Fredericton Jct,52000,,,
3638,South Branch Oromocto River,St John Oromocto Juvenile Sett.,52500,,,
3639,Little River,St John Little R Hwy Bridge,58001,,,
3640,Gaspereau River,S J Gaspereau R Abv Mountain Bk,59001,,,
3641,Blue Rock Brook,S J Gaspereau R Blue Rock Brook,1655,,,
3642,Mountain Brook,S J Gaspereau R Mountain Bk Brdg,59214,,,
3643,Pleasant Brook,S J Gasp Pleasant Bk Doaktown Rd,59023,,,
3647,South Branch Oromocto River,St John Oromocto S Br Mill Settl,52500,,,
3648,Atlantic Smolt Ltd Aquaculture,Atlantic Smolt Ltd Aquaculture,,,,
3649,Flewelling Brook,St John Salmon Gasp Flewelling B,59113,,,
3650,Mountain Brook,St John Salmon Gasp Mountain Bk,59214,,,
3651,East Brook,Sj North Branch Little R East Bk,58158,,,
3652,Eighteen Brook,St John Little R Eighteen Bk,58217,,,
3653,Moonshine Brook,St John Little R Moonshine Bk,58203,,,
3654,Bill Knorr Gagetown,Bill Knorr Gagetown,,,,
3658,McAdam Pond,Mcadam Pond,21294,,,
3659,Magaguadavic River,Magaguadavic River,21450,,,
3673,Keswick River,St John River Keswick River,54001,,,
3675,Keswick River,St John Keswick First Brook,54001,,,
3676,Jones Forks,St John Keswick Strm Jones Fork,54352,,,
3678,Nackawic Stream,St John River Nackawic River,86200,,,
3681,Nackawic Stream,St John Nackawic Str Pinder Dam,86200,,,
3685,Five Mile Brook,Sj Nashwaak Cross Ck Five Mile B,56173,,,
3686,Dunbar Stream,St John Nashwaak Dunbar Stream,54901,,,
3687,Grand John Brook,St John Nashwaak R Grand John Bk,55527,,,
3688,Limekiln Brook,S J Nashwaak Tay R Limekiln Bk,55176,,,
3690,McBean Brook,St John Nashwaak R Macbean Brook,56601,,,
3692,McKenzie Brook,S John Nashwaak Mckenzie Stream,56450,,,
3694,Napadogan Brook,St John Nashwaak R Napadogan Bk,55901,,,
3696,Pidgeon Brook,S J Nashwaak Tay R Pidgeon Brook,55177,,,
3697,Ryan Brook,St John Nashwaak Ryan Brook,56044,,,
3698,Seymour Brook,S J Nashwaak N Dunbar Seymour Bk,54949,,,
3700,Tay River,St John R Nashwaak R Tay River,55101,,,
3701,Tinkettle Brook,S J Nashwaak Dunbar Tinkettle Bk,54932,,,
3702,Pokiok Stream,St John R Pokiok Stream,70401,,,
3708,Cranberry Lake,Magaguadavic R Cranberry Lake,21778,,,
3711,Big La Coote Stream,St Croix N Bk Sixth L Lachute Bk,38652,,,
3715,Palfrey Stream,St Croix R Palfrey Brook,38666,,,
3717,Sears Brook,St Croix R Sears Brook,38901,,,
3720,Arnold Brook,St John Nashwaak R Arnold Brook,56146,,,
3724,St Croix 5th Digedg Diggity Cove,St Croix 5th Digedg Diggity Cove,,,,
3725,McKenzie Brook,St John Nashwaak R Mackenzie Bk,56450,,,
3726,Nashwaak River,S J Nashwaak R Mclaggan Bridge,54700,,,
3727,Nashwaak River,St John Nashwaak R At Cross Ck,54700,,,
3728,McBean Brook,St John Nashwaak R Macbean Brook,55778,,,
3729,MacPherson Brook,St John Nashwaak Macpherson Bk,56052,,,
3730,Nashwaak River,St John Nashwaak R At Youngs Bk,54700,,,
3731,Nashwaak River,St John Nashwaak R Gorby Gulch,54700,,,
3732,Nashwaak River,St John Nashwaak R Cedar Bridge,54700,,,
3733,Nashwaak River,St John Nashwaak R-currieburg,54700,,,
3734,Nashwaak River,St John Nashwaak Mouth Haydon Bk,54700,,,
3735,Nashwaak River,St John Nashwaak R At Narrows,54700,,,
3736,Nashwaak River,S J Nashwaak R Below Narrows Mt,54700,,,
3737,Saint John River,St John R Mact Migration Channel,50001,,,
3738,Saint John River,St John R Mactaquac Dumpsite,50001,,,
3739,Nashwaak River,St John Nashwaak R At Pine Pool,54700,,,
3740,Doughboy Brook,St John Nashwaak  Doughboy Brook,55659,,,
3741,Nashwaak River,S J Nashwaak R Nashwaak Bridge,54700,,,
3742,Nashwaak River,St John Nashwaak  Counting Fence,54700,,,
3743,Nashwaak River,St John Nashwaak Durham Bridge,54700,,,
3744,Nashwaak River,St John Nashwaak R-dunbar Pool,54700,,,
3745,Nashwaak River,St John Nashwaak R At Taymouth,54700,,,
3746,East Branch Nackawic Stream,St J Nackawic Ne Upper Caverhill,86701,,,
3747,East Branch Nackawic Stream,St J Nackawic Ne Clarks Bg Hwy24,86701,,,
3748,East Branch Nackawic Stream,St John Nackawic Ne Millville,86701,,,
3749,West Branch Nackawic Stream,St J Nackawic Nw Temperance Vale,86401,,,
3750,Little Forks Brook,St J Becaguimec S Br Little Fks,85242,,,
3751,Nackawic Stream,St John Nackawic R Nortondale,86200,,,
3752,Grand John Brook,St John Nashwaak R Grand John Bk,55527,,,
3753,Napadogan Brook,St John Nashwaak R Napadogan Bk,55901,,,
3754,Nashwaak River,St John Nashwaak Above Stanley,54700,,,
3755,Nashwaak River,S J Nashwaak 1.5 Mi Abv Stanley,54700,,,
3756,Currier Creek,St John R Currier Creek,70106,,,
3757,Haunted Brook,St John R Haunted Brook,86948,,,
3758,Snowshoe Lake,St John Shogomoc R Snowshoe Lake,70635,,,
3759,Rocky Brook,Miramichi Rocky Bk Old Dam Abv,5301,,,
3760,Rocky Brook,Miramichi Rocky B Manzers Dam,5301,,,
3761,Fredericton Exhibition,Fredericton Exhibition,,,,
3762,Dunbar Stream,Sj Nashwaak S Dunbar Bk Royal Rd,54901,,,
3764,Nashwaaksis Stream,St John Nashwaaksis - Kingsley,54501,,,
3765,Tay River,St John Nashwaak Tay R Tay Falls,55101,,,
3766,South Tay River,S J Nashwaak R S Tay R Royal Rd,55108,,,
3767,North Tay River,Sj Nashwaak North Tay R Royal Rd,55152,,,
3768,Pidgeon Brook,Sj Nash Tay Pidgeon B Fred. Brdg,55177,,,
3769,Limekiln Brook,S J Nashwaak Tay R Limekiln Bk,55176,,,
3770,South Branch Dunbar Stream,S J Nashwaak R Dunbar Bk Dump Rd,54903,,,
3771,North Branch Dunbar Stream,St John Nashwaak N Br Dunbar Stm,54930,,,
3772,St John R Lower Pond,St John R Lower Pond,,,,
3773,Mazerall Creek,St John Mcnallys Cve Mazerall Ck,86943,,,
3774,Nashwaak River,St John Nashwaak R Below Dunbar,54700,,,
3775,Nashwaak River,St John Nashwaak Nashwaak Comm.,54700,,,
3776,Nashwaak River,St John Nashwaak-abv Nashwaak,54700,,,
3778,Gully Brook,St John Nashwaak Tay R Gully Bk,55198,,,
3779,Rocky Brook,Miramichi Rocky Bk Cold Springs,5301,,,
3780,Rocky Brook,Miramichi Rocky Bk Hurd Pool,5301,,,
3781,Rocky Brook,Miramichi Rocky Bk Manzers Dam,5301,,,
3782,Rocky Brook,Miramichi R Rocky Bk Big Eddy,5301,,,
3783,Kellys Creek,St John R Kelly Bk,70119,,,
3784,North Forks,St John R Keswick R North Brook,54299,,,
3785,Keswick River,St John Keswick R Zealand,54001,,,
3786,Nashwaak River,St John Nashwaak R St Ann,54700,,,
3787,Nashwaak River,St John Nashwaak Irvings Dam,54700,,,
3788,Nashwaak River,St John Nashwaak R Messers Camp,54700,,,
3791,Keswick River,St J Keswick R At Stone Ridge,54001,,,
3792,Nashwaak River,Sj Nashwaak 4.6km Below Stanley,54700,,,
3797,Keswick River,St John Keswick Hayne,54001,,,
3798,Keswick River,St John Keswick Barton,54001,,,
3800,West Branch Nackawic Stream,St John W Branch Nackawic Stream,86401,,,
3801,Saint John River,St John Mckinley Ferry,50001,,,
3802,Saint John River,St John Crocks Point,50001,,,
3807,Lad Fisheries L. Swan,Lad Fisheries L. Swan,,,,
3808,Nashwaak River,Sj Nashwaak .5 Mi Abv Narrows Mt,54700,,,
3809,Nashwaak River,Sj Nashwaak 3 Mi Abv Narrows Mtn,54700,,,
3810,Nackawic Stream,St John R Nackawic Boat Launch,86200,,,
3811,Saint John River,St John R Meductic Boat Launch,50001,,,
3813,Nashwaak River,S J Nashwaak Abv Rocky Island,54700,,,
3814,Longs Creek Arm,Sj Mact Hpond Longs Ck Boat Lndg,70130,,,
3815,Pokiok Stream,St John Pokiok Stream,70401,,,
3816,Little Pokiok Stream,St John Pokiok Little Pokiok,70485,,,
3817,Cross Creek,St John Nashwaak Cross Ck Brdg,56101,,,
3818,West Branch Keswick River,St John West Keswick R,54093,,,
3819,Keswick River,St John Keswick Blw Howard Bk,54001,,,
3820,South Tay River,Sj Nashwaak South Tay-tay Mills,55108,,,
3821,Nashwaak River,Sj Nashwaak Confl Narrows Mtn Bk,54700,,,
3822,Nashwaak River,Sj Nashwaak Blw Narrows Mtn Bk,54700,,,
3823,West Branch Nackawic Stream,Sj Nackwick Stream West Branch,86401,,,
3824,South Sisters Brook,Sj Nashwaak Ford South Sister Bk,55629,,,
3825,Nashwaak River,Sj Nashwaak Bend Abv East Bk,54700,,,
3826,Nashwaak River,Sj Nashwaak Blw Macbean Bk,54700,,,
3827,Nashwaak River,S J Nashwaak Abv Confl East Brch,54700,,,
3828,Middle Branch Nashwaaksis Stream,Sj Nashwaak North Brnch Royal Rd,54527,,,
3829,Nashwaaksis Stream,Sj Nashwaaksis Blw North Branch,54501,,,
3830,Nashwaaksis Stream,St John Nashwaaksis Ring Road,54501,,,
3831,Gilman Brook,Miramichi Sw Gilman Brook,5202,,,
3832,Salmon Brook,Miramichi Sw Salmon Brook,5518,,,
3833,Southwest Miramichi River,Miramichi Sw Rocky Bend,4300,,,
3834,Clearwater Brook,Mir Sw Clearwater Upper Bridge,4901,,,
3835,Southwest Miramichi River,Miramichi Sw Slate Island,4300,,,
3844,Becaguimec Stream,St John R Becaguimec River,84901,,,
3846,Shikatehawk Stream,St John Shikatehawk Stream,84501,,,
3848,Bull Creek,St John Eel R Bull Creek,71030,,,
3849,Bulls Creek,St John R Bulls Creek,71401,,,
3850,Cold Stream,St John Becaguimec Coldstream,84909,,,
3852,Debec Brook,St John Bulls Ck Debec Brook,71408,,,
3853,Eel River,St John R Eel River,70901,,,
3854,Elliott Brook,Miramichi Sw S Branch Elliot Bk,3819,,,
3855,St John R Guisiguit River,St John R Guisiguit River,,,,
3856,Juniper Brook,Miramichi Sw S Branch Juniper Bk,3940,,,
3857,Meduxnekeag River,St John Meduxnekeag Lanes Creek,71601,,,
3858,Little Presque Isle Stream,St John Little Presquile Stream,71801,,,
3859,Little Shikatehawk Stream,St John Little Shikatehawk Strm,84702,,,
3860,Meduxnekeag River,St John R Meduxnekeag River,71601,,,
3861,Monquart Stream,St John R Monquart Stream,84201,,,
3862,North Branch Southwest Miramichi River,Miramichi S W North Branch,4001,,,
3863,Pocomoonshine Brook,St John Eel R Pokomoonshine R,71079,,,
3864,River de Chute,St John R River De Chute,72369,,,
3865,Priest Lake,S J Shiketehawk Dyer Bk Priest L,84516,,,
3866,South Branch Southwest Miramichi River,Miramichi R S W South Branch,3701,,,
3867,Big Teague Brook,Miramichi Sw S Br Teague Brook,3904,,,
3868,Whitemarsh Creek,St John R White Marsh Creek,72111,,,
3869,Hagerman Brook,S J Meduxnekeag N Br Hagerman Bk,71641,,,
3870,Marven Brook,St John Meduxnekeag Marven Brook,71662,,,
3871,Holmes Brook,St John Monquart Holmes Brook,84207,,,
3873,Aquaculture (Wolverton Farm),Aquaculture (Wolverton Farm),,,,
3874,Becaguimec Stream,St John Becaguimec Stm Stormdale,84901,,,
3875,Cold Stream,St John Becaguimec Stm Coldstrm,84909,,,
3876,North Branch Becaguimec Stream,S J Becaguimec N Branch Carlisle,85043,,,
3877,North Branch Becaguimec Stream,S J Becaguimec N Brch Cloverdale,85043,,,
3879,Howard Brook,S J Becaguimec N Brch Howard Bk,85078,,,
3880,Brummagem Brook,Sj Becaguimec N Brch Brummagen B,85095,,,
3881,Pokiok Brook,S J Becaguimec N Brch Pokiok Bk,85111,,,
3882,North Branch Becaguimec Stream,S J Becaguimec N Br Abv Carlisle,85043,,,
3883,Cold Stream,Sj Becaguimec Coldstm Mt Pleasnt,84909,,,
3884,Cold Stream,S J Becaguimec Coldstream Bannon,84909,,,
3885,Cold Stream,S J Becaguimec Coldstm Esdraelon,84909,,,
3886,South Branch Becaguimec Stream,S J  Becaguimec Stm Cloverdale,85230,,,
3887,Shikatehawk Stream,S J Shikatehawk S Ctr Glassville,84501,,,
3888,Shikatehawk Stream,S J Shikatehawk S Gordonsville,84501,,,
3889,Shikatehawk Stream,S J Shikatehawk S Lockharts Mill,84501,,,
3890,Shikatehawk Stream,St John Shikatehawk S Kenneth,84501,,,
3891,North Branch Shikatehawk Stream,St John Shikatehawk S North Brch,84544,,,
3892,Woodstock Exhibition,Woodstock Exhibition,,,,
3893,Lily Brook,St John Lily Bk Speerville Sett,71226,,,
3894,South Branch Becaguimec Stream,St John Becaguimec Strm-s Branch,85230,,,
3895,Big Presque Isle Stream,Sj Big Presque Isle Tracey Mills,72001,,,
3896,Two Mile Brook,Sj Big Presque Isle Two Mile Stm,72007,,,
3897,Big Presque Isle Stream,Sj Big Presque Isle Connel,72001,,,
3898,Monquart Stream,St John Monquart Strm Johnville,84201,,,
3899,Monquart Stream,St John Monquart Stm Abv Smith B,84201,,,
3900,Monquart Stream,St John Monquart Stream Kilfoil,84201,,,
3901,East Branch Monquart Stream,St John Monquart Stream E Branch,84332,,,
3902,Meduxnekeag River,St John Meduxnekeag-belleville,71601,,,
3903,North Branch Meduxnekeag River,St John Meduxnekeag N Br-weston,71633,,,
3904,Meduxnekeag River,St John Meduxnekeag Jackson Fall,71601,,,
3905,North Branch Becaguimec Stream,St John Becaguemec N Cloverdale,85043,,,
3907,Walter Gray Hartland,Walter Gray Hartland,,,,
3908,Saint John River,St John Adult Dump Site Grafton,50001,,,
3909,South Branch Becaguimec Stream,Sj South Becaguimec County Line,85230,,,
3910,Mill Brook,Sj Meduxnekeag Mouth Mill Bk,71616,,,
3911,Meduxnekeag River,Sj Meduxnekeag Water Survey Towe,71601,,,
3912,Big Presque Isle Stream,S J Presquile Strm Confines Sj,72001,,,
3913,Buttermilk Brook,S J Buttermilk Bk Blw Hwy Brdg,72105,,,
3914,Shikatehawk Stream,St John Shikatehawk Strm Bdg#105,84501,,,
3915,Saint John River,St John Bath Ferry Landing,50001,,,
3916,Monquart Stream,St John Monquart Stm Beg Hwy 105,84201,,,
3917,Big Presque Isle Stream,S J Presquile Stm Centreville Bg,72001,,,
3918,Big Presque Isle Stream,S J Presquile Stm Hill Brook Bdg,72001,,,
3919,South Branch Southwest Miramichi River,Miramichi Sw Juniper,3701,,,
3920,Beadle Brook,Miramichi Sw Beadle Brook,4169,,,
3921,Elliott Brook,Miramichi Sw Clearwater Elliot B,3819,,,
3923,Salmon River,St John R Salmon River,76501,,,
3924,Little Salmon River,St John Little Salmon River,77066,,,
3925,Little River,St John R Pelkey Bk Little River,77315,,,
3926,Rapide de Femme Stream,St John R Rapid De Femme,72717,,,
3927,Muniac Stream,St John R Muniac Stream,83970,,,
3929,Lake Edward,Sj Pelkey B Little R Lake Edward,77323,,,
3930,Saint John River,St John River,50001,,,
3931,Four Mile Brook,S J Tobique Gulguac Four Mile Bk,82108,,,
3932,Indian Brook,S J Coldstrm Becaguimec Indian B,85282,,,
3933,Mamozekel River,St John Tobique R Mamozekel R,80201,,,
3935,Odell River,St John Tobique R Odell River,83301,,,
3937,Gulquac River,St John Tobique R Gulquac River,82101,,,
3938,Three Brooks,St John Tobique R Three Brook,77801,,,
3939,Wapske River,St John Tobique Wapske River,82701,,,
3940,Trout Brook,St John R Tobique Trout Brook,83627,,,
3941,Sisson Brook,St John Tobique R Sisson Brook,78232,,,
3942,Riley Brook,St John Tobique R Riley Brook,81745,,,
3944,Bogan Brook,St John Salmon R Bogan Brook,76982,,,
3945,Beaver Brook,S J Tobique Wapske R Beaver Bk,83014,,,
3946,Oven Rock Brook,S J Tobique Wapske R Oven Rock B,82987,,,
3947,Two Brooks,St John Tobique R Two Brooks,78501,,,
3949,Beaver Brook,S J Tobique Wapske R Beaver Bk,83014,,,
3950,Limestone Stream,Sj Aroost 4 Falls St Limestone R,72526,,,
3951,Tobique River,S J Tobique Arthurette Dumpsite,77500,,,
3952,Tobique River,St John Tobique 1 Km Blw Riley B,77500,,,
3953,Gounamitz River,Restigouche- Gounamitz R,17951,,,
3954,Little Tobique River,Sj Tob Ltle Tob Rd To St Quentin,79000,,,
3955,Little Tobique River,Sj Tob Little Tob Wolverton Brdg,79000,,,
3956,Little Cedar Brook,Sj Tob Little Tob Ltle Cedar Bdg,79347,,,
3957,Little Tobique River,Sj Tob Little Tob 3 Mile Landing,79000,,,
3958,Salmon River,St John Salmon R New Denmark,76501,,,
3959,Salmon River,St John Salmon R Drummond Rr Bdg,76501,,,
3960,Salmon River,St John Salmon R Foley Bk Bridge,76501,,,
3961,Salmon River,St John Salmon R Foley Bk Camps,76501,,,
3962,Salmon River,St John Salmon Abv Grindstone Bk,76501,,,
3963,Salmon River,St John Salmon Blw Simpson Brook,76501,,,
3964,Salmon River,St John Salmon Abv Simpson Brook,76501,,,
3965,Sutherland Brook,St John Salmon Sutherland Brook,76878,,,
3966,Ferme Piscicole Theriault(drum),Ferme Piscicole Theriault(drum),,,,
3967,Salmon River,St John Salmon Blw Grindstone Bk,76501,,,
3968,Little Tobique River,St John Little Tobique-nictau,79000,,,
3969,Little Tobique River,St John Ltl Tobique 4 Mi Landing,79000,,,
3970,Tobique River,St John Tobique Browns Flats,77500,,,
3971,Tobique River,St John Tobique R At Oxbow,77500,,,
3972,Tobique River,Sj Tob Old Ferry Lndg Blw Two Bk,77500,,,
3973,Tobique River,Sj Tob One Mi Abv Blue Mtn Bend,77500,,,
3975,Saint John River,St John Perth Andover Bridge,50001,,,
3976,Saint John River,St John Grand Falls Power Statio,50001,,,
3977,Aroostook River,St John Aroost Presque Isle Main,72515,,,
3978,Little Tobique River,Sj Little Tobique Wolverton Lndg,79000,,,
3979,Mamozekel River,Sj Tob Mamozekel Mamozekel Lndg,80201,,,
3980,Five Mile Brook,Sj Tobique Mamozekel Five Mile B,80489,,,
3981,Mamozekel River,Sj Tobique Mamozekel County Line,80201,,,
3982,Salmon River,Sj Salmon R Abv Poitras Bk,76501,,,
3983,Right Hand Branch Grindstone Brook,Sj Salmon Grindstone Bk Rh Brnch,76667,,,
3984,Salmon River,Sj Salmon Main Crossing County R,76501,,,
3985,Mamozekel River,Sj Tob Mamozekel Miller Camp Xin,80201,,,
3986,Grindstone Brook,Sj Salmon R Grindstone Brook,76649,,,
3987,Salmon River,Sj Salmon South Irving Company R,76501,,,
3988,Big Brook,Sj Big Bk South Of County Rd,76710,,,
3989,Salmon River,Sj Salmon Irving Access Rd Hwy17,76501,,,
3990,Wapske River,S J Tobique Wapske R Bdg Hwy 109,82701,,,
3991,Salmon River,S J Salmon St Leonard F&g Camp,76501,,,
3992,Salmon River,S J Salmon Dr Rioux Log Cabin,76501,,,
3993,Salmon River,S J Salmon Curve Blw Price Brook,76501,,,
3994,Three Brooks,S J Tobique Three Bks Bdg Hwy,77801,,,
3995,Little River,S J Little R Bridge Hwy 125,77315,,,
3996,Saint John River,St John R Limestone Bridge,50001,,,
3997,Salmon River,S J Salmon R Salmonhurst Bridge,76501,,,
3998,Salmon River,S J Salmon R Bdg Irving Rd Hydro,76501,,,
3999,Big Brook,S J Salmon R Big Brook Bridge,76710,,,
4000,Aroostook River,St John Aroostock-abv Tinker Dam,72515,,,
4001,Lake Branch Gulquac River,Sj Tobique S Brnch Gulguac-brdge,82318,,,
4002,North Branch Gulquac River,Sj Tobique N Brnch Gulguac-brdge,82102,,,
4003,River Dee,Sj Rh Branch Tobique River Dee,81301,,,
4004,North Branch Gulquac River,Sj Tob N Brnch Gulguac Abv Brdge,82102,,,
4005,River Don,Sj Tob Rh Brnch River Don-bridge,81101,,,
4006,Lake Branch Gulquac River,Sj Tobique Lake Branch Gulguac,82318,,,
4007,Gulquac River,Sj Tobique South Branch Gulguac,82101,,,
4008,Pokiok River,Sj Tobique Pokiok Peoples Road,77522,,,
4009,Three Brooks,Sj Tobique Three Brooks Crombie,77801,,,
4010,Right Hand Branch Tobique River,Sj Tobique Rh Brch Campbell Lndg,80200,,,
4011,Lindsay Brook,Sj Tobique Wapske R Lindsay Bk,82969,,,
4012,Lampedo Branch,Sj Tobique Odell Lampedo Brook,83326,,,
4013,Wapske River,Sj Tob Wapske .8 Km Abv P Pol Rd,82701,,,
4014,Gulquac River,Sj Tob Gulguac S Br Indian Lk Rd,82101,,,
4015,Little Cedar Brook,Sj Ltl Tob Little Cedar Old Rd,79347,,,
4016,Wapske River,Sj Tob Wapske R. Chute Trail Mtn,82701,,,
4017,Raymond Brook,Sj Tob Wapske R. Chute Ramond Bk,82925,,,
4018,Gulquac River,Sj Tob Gulguac Dingee Bk Landing,82101,,,
4019,North Branch Gulquac River,Sj Tob Gulguac N Stewart Bk Road,82102,,,
4020,North Branch Gulquac River,Sj Tob Gulguac N Shingle Gulch R,82102,,,
4021,Little Tobique River,Sj Little Tobique Blw Bogan Bk,79000,,,
